1508855571;BUFFERING;0.000000%;
1508855572;STATUS;0;0;0.000000;0;0;Playing;Playing;
1508855572;BUFFERING;0.000000%;
1508855572;BUFFERING;4.000000%;
1508855572;BUFFERING;8.000000%;
1508855572;BUFFERING;12.000000%;
1508855572;BUFFERING;16.000000%;
1508855572;BUFFERING;20.000000%;
1508855572;BUFFERING;25.000000%;
1508855572;BUFFERING;29.000000%;
1508855572;BUFFERING;33.000000%;
1508855572;BUFFERING;37.000000%;
1508855572;BUFFERING;41.000000%;
1508855572;BUFFERING;45.000000%;
1508855572;BUFFERING;50.000000%;
1508855572;BUFFERING;54.000000%;
1508855572;BUFFERING;58.000000%;
1508855572;BUFFERING;62.000000%;
1508855572;BUFFERING;66.000000%;
1508855572;BUFFERING;70.000000%;
1508855572;BUFFERING;75.000000%;
1508855572;BUFFERING;79.000000%;
1508855572;BUFFERING;83.000000%;
1508855572;BUFFERING;87.000000%;
1508855572;BUFFERING;91.000000%;
1508855572;BUFFERING;95.000000%;
1508855572;BUFFERING;100.000000%;
1508855572;BUFFERING;100.000000%;
1508855572;WARNING_EVENT;deferring start (14958 us);
1508855572;WARNING_EVENT;starting late (-6786 us);
1508855572;ERROR_EVENT;underflow;
1508855573;ERROR_EVENT;picture is too late to be displayed (missing 620 ms);
1508855573;ERROR_EVENT;picture is too late to be displayed (missing 579 ms);
1508855573;ERROR_EVENT;picture is too late to be displayed (missing 542 ms);
1508855573;ERROR_EVENT;picture is too late to be displayed (missing 538 ms);
1508855573;ERROR_EVENT;picture is too late to be displayed (missing 496 ms);
1508855573;ERROR_EVENT;picture is too late to be displayed (missing 489 ms);
1508855573;ERROR_EVENT;More than 4 late frames, dropping frame;
1508855573;ERROR_EVENT;More than 4 late frames, dropping frame;
1508855573;ERROR_EVENT;More than 4 late frames, dropping frame;
1508855573;ERROR_EVENT;More than 4 late frames, dropping frame;
1508855573;ERROR_EVENT;More than 4 late frames, dropping frame;
1508855573;ERROR_EVENT;More than 4 late frames, dropping frame;
1508855573;ERROR_EVENT;More than 4 late frames, dropping frame;
1508855573;ERROR_EVENT;More than 4 late frames, dropping frame;
1508855573;ERROR_EVENT;More than 4 late frames, dropping frame;
1508855573;ERROR_EVENT;More than 4 late frames, dropping frame;
1508855573;ERROR_EVENT;More than 4 late frames, dropping frame;
1508855574;STATUS;0;0;0.000000;360;640;Playing;Playing;
1508855574;ERROR_EVENT;picture is too late to be displayed (missing 68 ms);
1508855574;ERROR_EVENT;picture is too late to be displayed (missing 27 ms);
1508855574;ERROR_EVENT;picture is too late to be displayed (missing 60 ms);
1508855576;STATUS;9;27;13.500000;360;640;Playing;Playing;
1508855578;STATUS;9;75;24.000000;360;640;Playing;Playing;
1508855580;STATUS;9;124;24.500000;360;640;Playing;Playing;
1508855582;STATUS;9;172;24.000000;360;640;Playing;Playing;
1508855584;STATUS;9;221;24.500000;360;640;Playing;Playing;
1508855586;STATUS;9;269;24.000000;360;640;Playing;Playing;
1508855588;STATUS;9;318;24.500000;360;640;Playing;Playing;
1508855590;STATUS;9;367;24.500000;360;640;Playing;Playing;
1508855592;STATUS;9;417;25.000000;360;640;Playing;Playing;
1508855594;STATUS;9;466;24.500000;360;640;Playing;Playing;
1508855596;STATUS;9;515;24.500000;360;640;Playing;Playing;
1508855598;STATUS;9;563;24.000000;360;640;Playing;Playing;
